companyId|loanId|loanAmount|createTime|org
37515|161285986288926810|93702655,00|1627403331668|Chase Bank
6597069774172|235876855117250651|61396286,00|1650333381881|Upstart
6597069774172|153686161917739100|13316087,00|1625089761322|Upstart
15393162816380|307652974178467933|71924675,00|1672377654511|Peerform
15393162816380|307090024225046622|5092057,00|1672201332955|Rocket Loans
15393162816380|307934449155178591|94803413,00|1672472648848|TD Bank
15393162816380|305682649341493344|83563767,00|1671824106366|Kabbage
13194139550829|287668250832011361|26925132,00|1666234200615|Peerform
13194139550829|292171850459381858|30275208,00|1667687941802|US Bank
13194139550829|286823825901879395|74265527,00|1665971489179|Rocket Loans
13194139550829|304556749434650724|82022030,00|1671470616084|Bank of America
4398046548621|185492834286043237|4495212,00|1634882904342|Navy Federal Credit Union
15393162806382|307934449155178598|32208504,00|1672509060241|American Express
13194139560830|300897574737412199|34444240,00|1670321563854|Upgrade
3298534920846|128071939037069416|18454385,00|1617218324998|OnDeck
9895604667503|255580103486996585|11278022,00|1656395701530|US Bank
13194139560831|298927249900437610|66245574,00|1669731696140|Discover
13194139560831|307090024225046635|29546752,00|1672254566912|Upstart
13194139560831|306245599294914668|69202721,00|1671954344303|Fundrise
13194139560831|289638575668985965|73314143,00|1666894061525|LendingClub
12094627913056|265994677625290862|33336543,00|1659577061095|Navy Federal Credit Union
7696581411952|262898452881473647|39899322,00|1658656336286|Upstart
2199023273073|62769744440197232|58136814,00|1597193416239|OnDeck
9895604677505|304556749434650737|61305002,00|1671449251389|Earnest
9895604677505|302304949620965490|66357804,00|1670765340950|Patch of Land
4398046548625|303430849527808115|16347059,00|1671070814697|American Express
4398046548625|284009076134772852|8674586,00|1665105174945|Kabbage
4398046548625|94576416808501365|42988035,00|1606949659693|Kabbage
4398046548625|252202403766468726|68936226,00|1655326408749|LightStream
6597069774178|234188005256986743|59108903,00|1649816485014|Funding Circle
6597069774178|195344458470916216|40283724,00|1637920147682|Upgrade
6597069774178|139330938105495673|73057255,00|1620687378283|PNC Bank
6597069774178|167478435776561274|85613251,00|1629299995314|SoFi
2199023273074|215892131770794107|52524958,00|1644195187102|Navy Federal Credit Union
2199023273074|94576416808501372|91482335,00|1606970744043|Funding Circle
8796093049730|251357978836336765|48747087,00|1655099334364|SunTrust
5497558146403|273031552043057278|91203958,00|1661745124921|TD Bank
5497558146403|153123211964317823|41354954,00|1624953020052|SoFi
5497558146403|202381332888682624|20424199,00|1640017123430|Funding Circle
5497558156403|301179049714122881|68271034,00|1670379189656|SunTrust
5497558156403|126383089176805506|30523860,00|1616669747828|Best Egg
1099511665299|183522509449068675|36396397,00|1634299873811|Fundrise
1099511665299|256706003393839236|39724908,00|1656744848519|Marcus by Goldman Sachs
1099511665299|296956925063463045|62285491,00|1669077463772|LendingPoint
17524|167759910753271942|64290816,00|1629413188683|Prosper
17524|99924441366003847|86305624,00|1608592475209|Prosper
17524|92606091971526792|40967425,00|1606356060475|RealtyMogul
17524|23644722677416073|12653378,00|1585108871975|Kabbage
7696581421956|229684405629616266|68453496,00|1648487288448|Navy Federal Credit Union
7696581421956|221803106281717899|67278735,00|1645989168237|Peerform
7696581421956|285979400971747468|45089957,00|1665725005272|US Bank
7696581421956|303993799481229453|28011966,00|1671234764688|Earnest
7696581431956|289638575668985998|61530871,00|1666893527930|Roofstock
7696581431956|164663686009454735|5061656,00|1628437811290|American Express
7696581431956|299771674830569616|88280150,00|1669975445299|LendingClub
7696581431956|307090024225046673|52207312,00|1672220969958|Marcus by Goldman Sachs
2199023273077|118501789828907154|15750948,00|1614312957960|PNC Bank
5497558176405|171982035403931795|85555442,00|1630702367855|Earnest
1099511645302|201818382935261332|78232652,00|1639857018923|Discover
1099511645302|111464915411140757|98220643,00|1612128824631|Avant
1099511645302|83035942763364502|79994202,00|1603363931233|Upgrade
1099511645302|197877733261312151|59165553,00|1638681842617|Marcus by Goldman Sachs
14293651188614|303993799481229464|29416137,00|1671249880096|Navy Federal Credit Union
14293651188614|293297750366224537|16312087,00|1667995290590|LendingPoint
14293651188614|289638575668986010|53063429,00|1666889344105|Best Egg
14293651188614|291608900505960603|8891960,00|1667491192254|Fundbox
13194139570838|267683527485554844|76788539,00|1660129964678|PNC Bank
13194139570838|282038751297798301|33466868,00|1664560160266|SunTrust
13194139570838|289920050645696670|42193798,00|1666987159523|Bank of America
13194139570838|277816626647138463|2232160,00|1663251616636|OnDeck
2199023263079|198440683214733472|27791036,00|1638870223239|Fundbox
2199023263079|198440683214733473|14177196,00|1638854508161|Fundrise
4398046528631|152278787034185890|28103603,00|1624630984604|Capital One
2199023283079|261491077997920419|25860036,00|1658238458631|Fundbox
2199023283079|254735678556864676|17122534,00|1656124560642|Fundbox
2199023283079|215610656794083493|41913337,00|1644151597667|TD Bank
2199023283079|218988356514611366|63997790,00|1645150098923|American Express
1099511645304|23081772723994791|17675359,00|1584996552631|SunTrust
1099511645304|293016275389513896|51769430,00|1667885950721|Rocket Loans
1099511645304|117657364898775209|11005190,00|1614000004962|BlueVine
10995116305288|255298628510285994|60856192,00|1656299365002|Prosper
4398046548632|253046828696600747|96987597,00|1655590932702|RealtyMogul
4398046548632|246572904232255660|22284508,00|1653597174730|SoFi
4398046548632|104428040993374381|28497386,00|1609926854635|US Bank
1099511635305|200411008051708078|68375426,00|1639468602057|Upgrade
13194139560841|269653852322529455|73073615,00|1660756225729|Earnest
13194139560841|278379576600559792|23913916,00|1663387764231|RealtyMogul
13194139560841|267120577532133553|77577759,00|1659949018751|LendingClub
8796093059737|302867899574386866|3816728,00|1670930494442|Bank of America
8796093059737|248543229069230259|45416682,00|1654227446369|Kabbage
13194139540842|284572026088194228|42344292,00|1665304192614|Funding Circle
13194139540842|300897574737412277|75294688,00|1670289411519|Kabbage
13194139540842|286260875948458166|14186203,00|1665862535818|OneMain Financial
13194139540842|282320226274508983|60144175,00|1664581004635|Best Egg
10995116295290|284290551111483576|97156810,00|1665245035100|Citibank
4398046538634|286823825901879481|25248784,00|1665964903850|Wells Fargo
4398046538634|165508110939586746|46592961,00|1628769207411|American Express
7696581431962|240098979767910587|89832756,00|1651631544905|American Express
7696581431962|307371499201757372|13591058,00|1672288463326|Best Egg
7696581431962|195062983494205629|10517720,00|1637829343485|American Express
8796093039739|265431727671869630|83660842,00|1659404807196|Best Egg
8796093039739|176204160054591679|99750321,00|1632030964953|Prosper
15393162816395|305964124318204096|63244921,00|1671922871778|Patch of Land
15393162816395|304556749434650817|30665000,00|1671456096739|Upstart
8796093059739|210262632236581058|1611370,00|1642499722984|Avant
4398046518636|243758154465149123|20512536,00|1652773109881|LightStream
4398046518636|305119699388072132|75154337,00|1671665697375|Fundrise
17532|246854379208966341|65418527,00|1653704637452|Kabbage
12094627933068|272468602089636038|54340830,00|1661592360852|Chase Bank
5497558176412|132294063687729351|83647739,00|1618501071791|Navy Federal Credit Union
5497558176412|143271587779444936|77394905,00|1621936503176|RealtyMogul
5497558176412|296393975110041801|45610086,00|1668933486773|Chase Bank
2199023263085|180989234658672842|30793981,00|1633518771165|RealtyMogul
5497558166413|240943404698042571|60436161,00|1651904991693|OneMain Financial
6597069804189|175922685077881036|35231383,00|1631926852429|Best Egg
6597069804189|244884054371991757|85282982,00|1653142994012|Capital One
3298534900862|244602579395281102|89718028,00|1653049623403|LendingPoint
12094627923071|285979400971747535|90353811,00|1665734381647|Bank of America
12094627923071|242350779581595856|88852789,00|1652375369782|Funding Circle
12094627923071|283446126181351633|33880106,00|1665002735370|RealtyMogul
8796093049743|195907408424337618|88576606,00|1638067108808|Upstart
1099511665311|148901087313658067|14755649,00|1623607994553|Patch of Land
2199023273088|174515310194327764|5182326,00|1631497606442|Navy Federal Credit Union
6597069794192|200692483028418773|93948783,00|1639551821730|Chase Bank
6597069794192|166352535869718742|47266039,00|1628970220644|Wells Fargo
6597069794192|204070182748946647|15377491,00|1640552870230|Earnest
5497558156417|178737434844987608|14472647,00|1632765230184|PNC Bank
5497558156417|267683527485554905|27014248,00|1660085824823|Upgrade
5497558156417|204633132702367962|38796151,00|1640770342372|Peerform
1099511665313|179018909821698267|87989159,00|1632909020500|Earnest
13194139540850|274157451949899996|76156674,00|1662095720337|OnDeck
13194139540850|300897574737412317|88504355,00|1670347112147|Chase Bank
13194139540850|275846301810163934|77691107,00|1662617399681|Peerform
13194139540850|306808549248336095|52565915,00|1672135288821|State Farm Bank
14293651178626|302867899574386912|93085355,00|1670943070494|Best Egg
14293651178626|300053149807280353|38812190,00|1670041305867|TD Bank
14293651178626|288231200785432802|52209768,00|1666444498794|OnDeck
14293651178626|291045950552539363|78149315,00|1667291248040|Navy Federal Credit Union
8796093049747|229965880606327012|38746304,00|1648497939583|Kabbage
3298534900868|108087215690612965|2661517,00|1611115911911|Kabbage
3298534900868|194218558564073702|98299653,00|1637580256713|Best Egg
6597069794197|166071060893008103|42222321,00|1628906065812|American Express
1099511665317|32370446955446504|90050558,00|1587797567471|Bank of America
10995116285302|289638575668986089|58001883,00|1666843980707|LendingClub
10995116285302|236158330093961450|87205462,00|1650458656922|Chase Bank
10995116285302|258676328230813931|36584905,00|1657381550189|American Express
13194139550854|281757276321087724|67099625,00|1664457412144|SoFi
13194139550854|287386775855300845|42075925,00|1666162104091|Patch of Land
13194139550854|277816626647138542|85141894,00|1663223628569|LightStream
13194139550854|277535151670427887|29298121,00|1663166762490|Patch of Land
2199023283094|299490199853859056|7005066,00|1669874120379|PNC Bank
10995116285303|237847179954225393|81674213,00|1650925195515|LendingClub
10995116285303|279786951484113138|81265907,00|1663865691148|Prosper
10995116285303|253046828696600819|93932258,00|1655590228034|Capital One
10995116285303|273594501996478708|84858224,00|1661907142970|Kabbage
8796093039751|232780630373433589|65047480,00|1649425047371|Upstart
8796093039751|225180806002245878|75544576,00|1647080176818|Wells Fargo
8796093039751|214203281910530295|59779591,00|1643704050582|BlueVine
8796093039751|269935327299240184|28542375,00|1660787358910|Wells Fargo
9895604687527|224899331025535225|14566974,00|1647007827341|LendingPoint
9895604687527|268246477438976250|95162697,00|1660302114709|OnDeck
15393162796408|302867899574386939|90430785,00|1670900399777|PNC Bank
4398046528648|255580103486996732|82984390,00|1656360764460|Funding Circle
4398046528648|118220314852196605|66145262,00|1614218377814|Patch of Land
4398046528648|125820139223384318|32302865,00|1616504561357|Prosper
1099511655320|250232078929494271|17287564,00|1654775103606|Marcus by Goldman Sachs
1099511665320|207447882469474560|17893938,00|1641618640507|Patch of Land
10995116285305|262616977904763137|96460452,00|1658590886375|Discover
10995116285305|264587302741737730|47431608,00|1659160809301|Discover
10995116285305|292734800412803331|93464018,00|1667836567134|TD Bank
10995116285305|298082824970305796|32438304,00|1669451726379|Roofstock
14293651178633|307652974178468101|36563608,00|1672423629862|OnDeck
14293651178633|287386775855300870|47090713,00|1666202862524|BlueVine
14293651178633|292171850459382023|91718130,00|1667605771497|Avant
14293651178633|305682649341493512|43012872,00|1671828059945|Rocket Loans
4398046548649|130886688804176137|26161131,00|1618091734757|Fundbox
4398046548649|297238400040173834|21052703,00|1669205635835|LendingClub
4398046548649|244039629441859851|81674749,00|1652843380726|Kabbage
10995116295306|248261754092519692|19398565,00|1654187857182|American Express
10995116295306|272750077066346765|75547360,00|1661704969778|SunTrust
10995116295306|297801349993595150|65729015,00|1669359791833|Fundbox
10995116295306|231936205443301647|17895309,00|1649112174806|PNC Bank
15393162816410|307652974178468112|62584761,00|1672384659510|Fundbox
37546|43629446023872785|31678037,00|1591291558571|Kabbage
37546|55732870022430994|40395168,00|1594974575002|Earnest
15393162816411|307652974178468115|69400257,00|1672407497879|Citibank
1099511665323|163819261079322900|254189,00|1628219844643|Funding Circle
9895604677532|230528830559748373|69928749,00|1648714820028|Best Egg
9895604677532|210262632236581142|3222719,00|1642481549669|Capital One
9895604677532|230810305536459031|42535545,00|1648819122720|OneMain Financial
6597069804204|141019787965759768|33396293,00|1621177771846|Marcus by Goldman Sachs
6597069804204|262616977904763161|22111116,00|1658589490917|LendingPoint
6597069804204|188589059029860634|58897423,00|1635788233012|Fundrise
6597069804204|281475801344377115|54480635,00|1664391290564|Peerform
17550|74591693462044956|37960242,00|1600825904223|Prosper
17550|254172728603443485|55249742,00|1655949594539|OnDeck
13194139560862|283164651204641054|62294950,00|1664911417538|Funding Circle
13194139560862|275001876880032031|19731616,00|1662390975799|RealtyMogul
13194139560862|288512675762143520|24382948,00|1666544955415|Marcus by Goldman Sachs
13194139560862|283727601158062369|56542627,00|1665032080273|Avant
4398046528655|238128654930936098|84379167,00|1651060290088|Fundrise
4398046528655|194781508517495075|71743356,00|1637709192761|Marcus by Goldman Sachs
12094627933087|246572904232255780|31442292,00|1653658939947|Fundbox
12094627933087|272187127112925477|56152403,00|1661545096649|LightStream
12094627933087|307090024225046822|40907331,00|1672208895998|Best Egg
37551|24489147607548199|5883372,00|1585442357603|American Express
37551|157345336614977832|24323012,00|1626250614152|OneMain Financial
37551|56295819975852329|23636747,00|1595165240982|Roofstock
4398046528656|252202403766468906|43163226,00|1655352993798|Rocket Loans
4398046528656|258676328230813995|11522154,00|1657336443160|Best Egg
4398046528656|240380454744621356|56598240,00|1651752743805|LendingPoint
6597069774209|203507232795525421|9420494,00|1640365903957|State Farm Bank
5497558156433|210544107213291822|75008466,00|1642559521626|OneMain Financial
5497558156433|215329181817372975|87724955,00|1644028738984|Discover
5497558156433|171419085450510640|91765658,00|1630537730866|Rocket Loans
5497558156433|189714958936703281|48710632,00|1636207914661|Earnest
4398046538657|240380454744621362|50502508,00|1651696456083|BlueVine
8796093049762|279224001530691891|44117862,00|1663674726029|Rocket Loans
37554|28711272258208052|49096630,00|1586661131793|Capital One
37554|39125846396502325|57198390,00|1589913337474|American Express
37554|247417329162387766|14565396,00|1653886328429|Peerform
2199023263107|174796785171038519|34153994,00|1631572776874|Roofstock
2199023263107|255580103486996792|75256906,00|1656374493010|Citibank
2199023263107|157626811591688505|92681735,00|1626288258346|RealtyMogul
5497558156435|289075625715564858|25959590,00|1666732051167|Peerform
6597069794211|153967636894449979|44819323,00|1625223766971|State Farm Bank
6597069794211|189714958936703292|85409901,00|1636127562536|Navy Federal Credit Union
27556|301179049714123069|55585460,00|1670376347234|Avant
27556|123849814386409790|32367582,00|1615922590169|SoFi
8796093059764|237284230000804159|24962477,00|1650752577002|Roofstock
17557|263179927858184512|59615672,00|1658701024724|OnDeck
17557|278942526553981249|96456270,00|1663539586408|Navy Federal Credit Union
17557|212795907026977090|35065162,00|1643294895977|SunTrust
12094627933093|289357100692275523|27717816,00|1666776050728|Best Egg
3298534900886|108931640620745028|76321491,00|1611346498753|LightStream
3298534900886|205477557632500037|49830032,00|1640967421463|Chase Bank
3298534900886|212795907026977094|97462041,00|1643250226617|Marcus by Goldman Sachs
1099511665334|62488269463486791|80469399,00|1597105923473|Kabbage
3298534890887|118783264805617992|36892621,00|1614410160859|US Bank
3298534890887|255861578463707465|23896967,00|1656529632684|US Bank
3298534890887|175641210101170506|13692231,00|1631879608753|Capital One
3298534890887|191685283773677899|80491728,00|1636781188710|State Farm Bank
9895604667543|202944282842104140|81553896,00|1640255916390|PNC Bank
9895604667543|285979400971747661|55072634,00|1665701211962|Citibank
9895604667543|256424528417128782|83677750,00|1656656035856|Marcus by Goldman Sachs
9895604667543|240098979767910735|11463707,00|1651638468745|Navy Federal Credit Union
1099511665336|41096171233476944|14102098,00|1590516575525|Kabbage
9895604657545|299771674830569809|86092183,00|1670017245173|Fundbox
9895604657545|286542350925168978|57195134,00|1665878937277|Upstart
9895604657545|236721280047382867|17024144,00|1650643613403|Best Egg
17561|252483878743179604|84911150,00|1655461609863|Best Egg
17561|43629446023872853|56652715,00|1591318753588|Capital One
2199023283113|260083703114367318|45299659,00|1657808742841|Bank of America
2199023283113|142145687872602455|2485698,00|1621560708349|American Express
2199023283113|124975714293252440|66077825,00|1616270095720|Rocket Loans
3298534890890|214766231863951705|99925885,00|1643882072196|TD Bank
12094627923098|267402052508844378|54420868,00|1660069222561|Discover
12094627923098|285416451018326363|53661906,00|1665537460185|SunTrust
12094627923098|262335502928052572|58559912,00|1658452587174|Fundrise
2199023263115|245728479302123869|62432807,00|1653367913043|Avant
4398046528667|207166407492763998|25296956,00|1641502630198|OneMain Financial
7696581431995|297801349993595231|99347809,00|1669384265170|Upstart
8796093039772|207447882469474656|26773506,00|1641653965179|PNC Bank
6597069804220|152278787034186081|44521041,00|1624673105115|Fundbox
6597069804220|281475801344377186|13199221,00|1664354840908|Upstart
4398046538669|288231200785432931|21625996,00|1666468079937|BlueVine
4398046538669|146930762476683620|4406974,00|1623013791491|LendingPoint
7696581431997|291327425529250149|23022434,00|1667399408742|OnDeck
7696581431997|235595380140540262|47703703,00|1650272585098|Citibank
7696581431997|195625933447627111|60819809,00|1637950023865|PNC Bank
9895604657550|209981157259870568|2107323,00|1642399425124|Upstart
9895604657550|208573782376317289|83670606,00|1641949700956|LendingPoint
1099511655342|186900209169596778|91344311,00|1635273607475|BlueVine
14293651198654|294705125249778027|81565921,00|1668384727465|RealtyMogul
2199023293119|282883176227930476|682454,00|1664772623650|PNC Bank
2199023293119|168885810660114797|45993655,00|1629748338666|SoFi
2199023293119|185211359309332846|75024893,00|1634825976172|TD Bank
9895604667552|249950603952783727|90026002,00|1654713272334|LendingPoint
9895604667552|226025230932377968|34486531,00|1647338737876|Best Egg
9895604667552|266557627578712433|71940150,00|1659788918323|Chase Bank
9895604667552|226869655862509938|10483613,00|1647565481770|Bank of America
13194139560880|292171850459382131|50367153,00|1667637420236|Navy Federal Credit Union
13194139560880|300334624783991156|37214276,00|1670118350130|Capital One
13194139560880|278379576600559989|54362520,00|1663410741865|Chase Bank
13194139560880|283727601158062454|76931894,00|1665072311841|TD Bank
9895604687552|260928128044499319|80300363,00|1658035056849|LightStream
9895604687552|268246477438976376|9398851,00|1660274521631|Upgrade
9895604667553|285416451018326393|55469909,00|1665556487549|LendingPoint
9895604667553|304556749434651002|14589431,00|1671455761353|Bank of America
9895604667553|271342702182793595|40607336,00|1661285302529|RealtyMogul
14293651188658|302023474644255100|99046146,00|1670703519233|SoFi
14293651178659|306808549248336253|47512225,00|1672141321514|Upgrade
14293651178659|307090024225046910|42756862,00|1672265050626|Marcus by Goldman Sachs
14293651178659|298645774923727231|44284401,00|1669645369094|Roofstock
5497558166451|303430849527808384|66648380,00|1671129632038|Earnest
7696581402004|193092658657231233|29917051,00|1637242245392|Marcus by Goldman Sachs
12094627943108|268527952415687042|15996415,00|1660364675616|Earnest
12094627943108|272750077066346883|95363922,00|1661719291834|Navy Federal Credit Union
12094627943108|275846301810164100|85263687,00|1662630978578|Kabbage
6597069784229|149745512243790213|48793828,00|1623868914878|Rocket Loans
6597069784229|224336381072114054|85687117,00|1646761296471|Wells Fargo
2199023283125|220677206374875527|49518603,00|1645689058458|Roofstock
2199023283125|255580103486996872|5223769,00|1656411005410|Best Egg
14293651188662|284290551111483785|62568090,00|1665236590098|PNC Bank
14293651188662|303993799481229706|32757016,00|1671274796090|Fundbox
14293651188662|302304949620965771|99265584,00|1670774121581|State Farm Bank
7575|17170798213071244|28235812,00|1583154286624|LightStream
7575|73747268531913101|94804610,00|1600575763327|PNC Bank
5497558156455|129479313920622990|22391635,00|1617696291067|RealtyMogul
4398046538679|260365178091078031|88015857,00|1657875174777|Prosper
4398046518680|93169041924948368|69212659,00|1606507108882|Earnest
4398046518680|204070182748946833|15531712,00|1640620109868|Peerform
4398046518680|202381332888682898|81066739,00|1640065231991|Navy Federal Credit Union
4398046518680|305682649341493651|20810211,00|1671832442264|LendingClub
13194139570888|295831025156620692|10286943,00|1668777494029|Funding Circle
13194139540889|283727601158062485|11033499,00|1665032971294|LightStream
13194139540889|276972201717006742|18441517,00|1662976495306|Prosper
13194139540889|286823825901879703|25519231,00|1666020447013|State Farm Bank
5497558156457|253891253626732952|9229549,00|1655879816095|Prosper
5497558156457|248824704045941145|28419088,00|1654328151341|RealtyMogul
5497558156457|171419085450510746|41272975,00|1630559635012|Patch of Land
8796093049786|246572904232255899|37377448,00|1653618313888|BlueVine
8796093049786|287386775855301020|48062177,00|1666157887365|LightStream
8796093049786|274438926926610845|84590537,00|1662236304566|Best Egg
14293651168667|302586424597676446|29463629,00|1670861828524|Fundrise
14293651168667|292453325436092831|69848896,00|1667690691601|Fundbox
1099511645355|197033308331180448|49133502,00|1638405006663|Bank of America
1099511645355|211951482096845217|25430744,00|1642998532693|RealtyMogul
1099511645355|99080016435872162|49399513,00|1608330856005|Wells Fargo
1099511645355|94294941831791011|65813442,00|1606876001276|OnDeck
13194139560891|284853501064905124|59614770,00|1665401660451|TD Bank
13194139560891|302304949620965797|71631902,00|1670791845698|Citibank
37579|29555697188340134|51701166,00|1586940457722|TD Bank
6597069774236|133138488617861543|97012967,00|1618745285279|BlueVine
6597069774236|223491956141982120|41738719,00|1646508793875|Bank of America
6597069774236|298645774923727273|71959686,00|1669632764812|Kabbage
6597069774236|299208724877148586|33028776,00|1669800129328|US Bank
1099511645356|255017153533575595|89512729,00|1656229559180|Best Egg
1099511645356|57703194859405740|61552128,00|1595641727041|Navy Federal Credit Union
1099511655356|133701438571282861|48328242,00|1618996790866|Capital One
1099511655356|121316539596013998|21792320,00|1615177110441|Peerform
4398046548684|121035064619303343|25989099,00|1615075206091|Capital One
3298534890909|77124968252441008|99645373,00|1601605749482|Rocket Loans
4398046518686|257550428323971505|72979753,00|1657042374708|Patch of Land
4398046518686|230810305536459186|58387469,00|1648754890305|SunTrust
3298534900910|120753589642592691|15007684,00|1614981463737|Avant
5497558176462|263742877811605940|92087636,00|1658870482567|BlueVine
2199023263135|254454203580154293|84691915,00|1656018238097|Fundbox
2199023263135|163537786102612406|96144516,00|1628106924963|TD Bank
13194139560895|274720401903321527|76024480,00|1662317773422|Citibank
12094627943119|289920050645696952|21864672,00|1666963220016|Fundrise
7696581402016|254172728603443641|68516179,00|1655946918821|Fundbox
15393162816448|306527074271625658|10797838,00|1672020035038|TD Bank
15393162816448|302023474644255163|63426705,00|1670641168993|State Farm Bank
4398046518689|173670885264196028|89525814,00|1631210104904|Earnest
4398046518689|159034186475241917|23425901,00|1626776116586|RealtyMogul
