personId|loanId|loanAmount|createTime|org
26388279129135|4888657945266487426|71656151,00|1663012709551|SunTrust
2199023328063|4804215452253290627|7742619,00|1637025087248|Fundrise
19791209302480|4876554521267929220|50813375,00|1659291316679|SoFi
19791209302480|4911457418380050565|31563930,00|1670001546543|Funding Circle
19791209312480|4850095873457127558|58856008,00|1651158415203|Rocket Loans
19791209312480|4912301843310182535|96533715,00|1670233250883|Bank of America
19791209312480|4841370149179097224|88607018,00|1648444140683|SoFi
6597069789168|4902731694102020233|16282089,00|1667315919737|Citibank
6597069789168|4845310798853046410|67584105,00|1649662091066|Fundrise
6597069789168|4745950132074184843|57711487,00|1619125304911|Kabbage
24189255853584|4872895346570690700|24122539,00|1658108843710|Capital One
6597069839168|4756083231235768461|15244477,00|1622284845508|Earnest
17592186066929|4866139947129634958|51763922,00|1656046252735|Funding Circle
17592186066929|4915116593077289103|58700300,00|1671086809837|LendingPoint
13194139565825|4817726251135402128|39060750,00|1641168640976|Best Egg
13194139565825|4859103072711868561|63209103,00|1653909439409|RealtyMogul
4398046553617|4727654258587992210|82224272,00|1613548508623|Avant
4398046553617|4830111150110670995|13714031,00|1645007245503|Wells Fargo
4398046553617|4760586830863138964|38053620,00|1623591815870|American Express
15393162851377|4906953818752680085|19328597,00|1668633625603|US Bank
15393162851377|4821948375786061974|80676141,00|1642510231293|Wells Fargo
15393162851377|4842496049085939863|52991479,00|1648762033911|Prosper
15393162851377|4781415979139727512|86768047,00|1630046075970|Rocket Loans
15393162861377|4784793678860255385|18350909,00|1631097334041|OnDeck
15393162861377|4856569797921472666|37236420,00|1653159024874|Funding Circle
17592186056930|4815755926298427547|41558472,00|1640584538012|Fundrise
17592186056930|4883872870662406300|88461249,00|1661474017679|LightStream
17592186056930|4805059877183422621|17550468,00|1637292366969|Bank of America
19791209322482|4913146268240314526|31849492,00|1670489485285|Capital One
19791209322482|4826733450390143135|93286164,00|1643931931852|Patch of Land
19791209322482|4845310798853046432|33116696,00|1649689548119|SunTrust
2199023298066|4845873748806467745|78389046,00|1649856199257|US Bank
2199023298066|4778038279419199650|32039246,00|1628985335742|Upgrade
2199023298066|4808719051880661155|43267797,00|1638411617534|American Express
30786325640242|4917931342844395684|64725579,00|1671946797788|Avant
19791209372482|4844747848899625125|7339927,00|1649525137548|Rocket Loans
6597069769171|4798304477742366886|27169223,00|1635196308917|Patch of Land
12515|4886969095406223527|74395781,00|1662455739524|BlueVine
21990232578035|4907516768706101416|25156384,00|1668748718102|Avant
19791209352483|4888094995313066153|86810800,00|1662769894708|Upstart
19791209352483|4830392625087381674|83655464,00|1645036821732|Navy Federal Credit Union
19791209352483|4822229850762772651|98114285,00|1642579777391|Marcus by Goldman Sachs
24189255873587|4886124670476091564|37127143,00|1662179924772|PNC Bank
24189255873587|4862199297455685805|79144387,00|1654822426009|Patch of Land
13194139605827|4783104828999991470|86625846,00|1630517529080|Avant
13194139605827|4867828796989898927|67173819,00|1656599256358|Peerform
30786325580244|4917649867867685040|97652503,00|1671902997797|State Farm Bank
2199023268068|4912583318286893233|4598726,00|1670323139095|Avant
15393162811380|4823637225646325938|58292649,00|1643016761557|Bank of America
15393162811380|4857695697828315315|25290738,00|1653482447987|Avant
15393162811380|4815755926298427572|80551251,00|1640535454829|SoFi
2199023288068|4748201931887870133|58210699,00|1619851702721|Navy Federal Credit Union
2199023298068|4736661457842733238|23944731,00|1616250670481|Upstart
28587302374692|4906672343775969463|96667739,00|1668493397920|American Express
28587302374692|4917931342844395704|5868697,00|1672011582490|Capital One
28587302374692|4916523967960842425|21923264,00|1671523397281|Best Egg
28587302374692|4913146268240314554|29939231,00|1670501067503|US Bank
28587302384692|4908642668612944059|41428890,00|1669110029291|RealtyMogul
28587302384692|4898791044428071100|83762199,00|1666075426630|PNC Bank
2517|4919338717727948989|78382466,00|1672432081407|Kabbage
2517|4896257769637675198|63820011,00|1665347706691|LendingPoint
13194139545829|4899635469358203071|32029051,00|1666369009793|Chase Bank
24189255833589|4895131869730832576|6114666,00|1664991258512|Wells Fargo
4398046543621|4913427743217025217|5438525,00|1670596008813|OnDeck
4398046543621|4667418613571911874|33547587,00|1594976504631|Patch of Land
4398046543621|4838273924435280067|42782747,00|1647453076169|Kabbage
8796093074725|4903013169078730948|64232116,00|1667416864785|Rocket Loans
4398046583621|4830955575040803013|83548462,00|1645213167345|State Farm Bank
24189255823590|4865858472152924358|64926387,00|1655939406763|Upgrade
24189255823590|4899916944334913735|19782115,00|1666474903711|Rocket Loans
24189255823590|4910050043496497352|8679337,00|1669550722844|Discover
24189255823590|4877680421174771913|5803945,00|1659590836009|SoFi
22518|4662070589014409418|45149721,00|1593350483488|Navy Federal Credit Union
17592186076934|4789578753464336587|74642927,00|1632498781098|RealtyMogul
28587302394694|4917368392890974412|49670487,00|1671762206856|SoFi
26388279089143|4912301843310182605|52072486,00|1670245173821|OnDeck
30786325610247|4915961018007421134|55631869,00|1671368330254|Roofstock
30786325610247|4916242492984131791|21263965,00|1671413237353|Capital One
30786325610247|4915679543030710480|57012207,00|1671305728808|Fundbox
10995116320279|4879087796058325201|48276902,00|1660045182477|BlueVine
10995116320279|4790986128347889874|43746078,00|1632989283232|LightStream
10995116320279|4762275680723402963|16713633,00|1624169198031|TD Bank
62519|4680647937477312724|50831428,00|1599087061747|Discover
62519|4746231607050895573|3393924,00|1619174659360|Patch of Land
62519|4818289201088823510|81305643,00|1641344021141|Kabbage
10995116350279|4780571554209595607|16524342,00|1629771683238|Upstart
26388279069144|4894568919777411288|65197407,00|1664811723726|PNC Bank
26388279069144|4911738893356761305|32548695,00|1670092609439|Roofstock
2199023268072|4879650746011746522|21011194,00|1660176072274|Earnest
2199023268072|4859103072711868635|16432126,00|1653919907891|Best Egg
2199023268072|4846999648713310428|61714892,00|1650200313714|Chase Bank
2199023278072|4666574188641779933|87712068,00|1594751137856|Peerform
2199023278072|4738068832726286558|51028232,00|1616748223139|LendingClub
2199023278072|4870080596803584223|97966378,00|1657252695932|PNC Bank
2199023278072|4649122740085719264|67400085,00|1589348849870|Prosper
17592186076936|4837148024528437473|67063760,00|1647118511103|American Express
42520|4800556277556052194|91375070,00|1635929428659|PNC Bank
42520|4802245127416316131|56096293,00|1636399044804|SoFi
8796093074728|4810407901740925156|60828089,00|1638926572761|PNC Bank
8796093074728|4788734328534204645|98112018,00|1632238906282|Roofstock
8796093074728|4781697454116438246|32663306,00|1630155824979|Best Egg
8796093074728|4912020368333471975|6506649,00|1670172637145|Discover
8796093024729|4785075153836966120|62340279,00|1631145303145|Avant
28587302344697|4902168744148599017|91443925,00|1667092692520|OneMain Financial
28587302344697|4896820719591096554|29498199,00|1665486021476|Marcus by Goldman Sachs
28587302344697|4905546443869126891|29844863,00|1668145688399|LendingClub
32521|4662633538967830764|36014800,00|1593511513331|BlueVine
28587302394697|4914272168147157229|20413862,00|1670863294239|Earnest
30786325610250|4917086917914263790|13489689,00|1671670180825|State Farm Bank
30786325610250|4918494292797817071|77699947,00|1672144396759|LendingPoint
4398046553626|4818007726112112880|839206,00|1641302247791|Navy Federal Credit Union
15393162841386|4776067954582225137|95140388,00|1628384083306|Funding Circle
10995116280283|4739757682586550514|64108758,00|1617223955480|State Farm Bank
10995116280283|4868954696896741619|88551355,00|1656958981756|Fundrise
6597069839179|4897102194567807220|15137421,00|1665570494859|Chase Bank
6597069839179|4825607550483300597|99667601,00|1643599009879|Roofstock
24189255853596|4909487093543076086|58521466,00|1669405832116|Patch of Land
24189255853596|4897102194567807223|45818166,00|1665570480025|Earnest
24189255853596|4875710096337797368|96215078,00|1658981351494|OneMain Financial
24189255853596|4898791044428071161|49463755,00|1666126181861|TD Bank
15393162841388|4859384547688579322|99928425,00|1653965589890|Funding Circle
15393162841388|4813504126484742395|26458869,00|1639867204434|RealtyMogul
26388279129148|4886969095406223612|25584622,00|1662491494981|Citibank
26388279129148|4878806321081614589|4280193,00|1659968681002|Best Egg
13194139605836|4860228972618711294|58194964,00|1654213373445|OnDeck
13194139605836|4760305355886428415|39295966,00|1623512915338|Wells Fargo
13194139605836|4880495170941878528|34406388,00|1660461087880|Wells Fargo
13194139605836|4893161544893858049|59690707,00|1664335727763|Earnest
28587302334701|4908361193636233474|31970374,00|1669043286048|Chase Bank
28587302334701|4906672343775969539|83533471,00|1668541090695|PNC Bank
15393162811389|4807311676997107972|20399784,00|1638018091775|RealtyMogul
15393162811389|4821666900809351429|76062981,00|1642409045494|Avant
19791209332493|4866421422106345734|56886622,00|1656101815517|Peerform
19791209332493|4861917822478975239|2823972,00|1654751202899|LendingClub
19791209332493|4910612993449918728|64192943,00|1669741291895|Roofstock
2199023298077|4868673221920030985|54772447,00|1656804171364|Marcus by Goldman Sachs
2199023308077|4665729763711648010|74164487,00|1594507788592|OnDeck
2199023308077|4910331518473208075|62320997,00|1669628053122|Navy Federal Credit Union
2199023258078|4702321510684033292|2435203,00|1605721546591|Wells Fargo
15393162811390|4787045478673940749|41282564,00|1631751794770|BlueVine
13194139565838|4880213695965167886|51675698,00|1660375545998|Upstart
13194139565838|4912020368333472015|24325646,00|1670190025928|Navy Federal Credit Union
13194139565838|4762838630676824336|65595367,00|1624284436136|RealtyMogul
13194139565838|4810126426764214545|43751765,00|1638864577682|Earnest
8796093064734|4793800878114996498|53711020,00|1633868370916|Citibank
8796093064734|4786482528720519443|7207784,00|1631556375318|State Farm Bank
8796093064734|4736098507889312020|98180706,00|1616115077194|Upgrade
4398046563630|4771001405001433365|33815581,00|1626806512249|Bank of America
4398046563630|4811252326671057174|77298145,00|1639163770734|Upstart
21990232618046|4832362949924356375|53398175,00|1645667988911|Peerform
21990232618046|4906672343775969560|18027204,00|1668529132137|LendingPoint
21990232618046|4904139068985573657|34273647,00|1667703899160|Prosper
21990232618046|4892035644987015450|87108773,00|1664027285698|Navy Federal Credit Union
26388279139150|4887532045359644955|47352644,00|1662653629736|Best Egg
26388279139150|4889220895219908892|74202154,00|1663150966364|Marcus by Goldman Sachs
26388279139150|4893161544893858077|51851085,00|1664342890861|RealtyMogul
28587302324703|4903013169078731038|94091513,00|1667404935424|Rocket Loans
28587302324703|4919338717727949087|94091452,00|1672370550777|BlueVine
28587302324703|4912864793263604000|18521013,00|1670452072808|Funding Circle
28587302324703|4900761369265045793|50452564,00|1666653794760|BlueVine
22527|4668544513478754594|21211624,00|1595346412728|Avant
4398046543631|4802526602393026851|65434962,00|1636471261789|SunTrust
4398046543631|4822229850762772772|89220802,00|1642565837458|LendingClub
26388279119151|4899635469358203173|95551153,00|1666357050389|Fundbox
26388279119151|4887532045359644966|37100685,00|1662633632697|State Farm Bank
26388279119151|4919620192704659751|30655092,00|1672494111921|SoFi
26388279119151|4887250570382934312|81262540,00|1662525558533|Wells Fargo
72527|4898228094474649897|29216308,00|1665949368557|Rocket Loans
21990232558048|4888939420243198250|92228859,00|1663064060412|Capital One
8796093034736|4747638981934448939|70546164,00|1619628481951|Fundrise
8796093034736|4803933977276580140|13772428,00|1636928795815|Upgrade
8796093034736|4848969973550285101|42568316,00|1650807124949|US Bank
8796093034736|4886687620429513006|91658559,00|1662350266945|Peerform
19791209342496|4910050043496497455|73428558,00|1669560403648|Upstart
21990232608048|4850940298387259696|37834610,00|1651369306814|Bank of America
21990232608048|4866139947129635121|46808539,00|1656096944344|Earnest
21990232608048|4890909745080172850|69787233,00|1663673033031|Kabbage
10995116350288|4846155223783178547|65121029,00|1649894810747|Upgrade
10995116350288|4779164179326042420|30705145,00|1629366881983|Chase Bank
10995116350288|4731313433285230901|24971866,00|1614626687795|TD Bank
10995116350288|4740602107516682550|32019572,00|1617506478692|SoFi
19791209302497|4833207374854488375|85710623,00|1645914217628|Chase Bank
19791209302497|4915679543030710584|87473418,00|1671258086724|Earnest
19791209302497|4805904302113554745|97358245,00|1637570597967|State Farm Bank
19791209302497|4863325197362528570|33084137,00|1655194646529|LendingPoint
8796093034737|4794363828068417851|63893514,00|1634006147890|Upstart
8796093044737|4868110271966609724|8874733,00|1656632886214|LendingPoint
8796093044737|4816318876251849021|40190058,00|1640731549740|Funding Circle
8796093044737|4761431255793271102|26525729,00|1623866357913|Fundbox
8796093044737|4870643546757005631|11438538,00|1657416853778|Fundrise
10995116310289|4839118349365412160|78495878,00|1647771817810|Peerform
10995116310289|4846155223783178561|61369817,00|1649929613791|BlueVine
4398046553633|4834614749738041666|22588985,00|1646411889865|Fundbox
4398046553633|4778038279419199811|75192523,00|1628989573633|Rocket Loans
4398046553633|4866139947129635140|10648513,00|1656031554105|Upgrade
13194139595841|4910894468426629445|89622545,00|1669825309906|OnDeck
13194139595841|4789860228441047366|22864967,00|1632597745366|Navy Federal Credit Union
8796093094737|4760586830863139143|82982440,00|1623637171738|Chase Bank
8796093094737|4746794557004317000|53388305,00|1619352425192|Earnest
8796093094737|4747076031981027657|47455564,00|1619474259616|Fundrise
24189255813602|4904983493915705674|78102860,00|1668004362811|State Farm Bank
15393162801394|4885843195499381067|35821211,00|1662094698712|RealtyMogul
15393162801394|4786764003697230156|14925121,00|1631698828589|Discover
15393162801394|4812378226577899853|32223084,00|1639577204621|American Express
13194139585842|4794645303045128526|57595128,00|1634082267313|Roofstock
13194139585842|4816318876251849039|9540770,00|1640789606655|Roofstock
13194139585842|4778601229372621136|3605998,00|1629167871990|Upstart
13194139585842|4909768568519786833|90262790,00|1669497188035|Marcus by Goldman Sachs
6597069829186|4846155223783178578|21459974,00|1649921323536|Bank of America
6597069829186|4905827918845837651|43107954,00|1668282206442|BlueVine
4398046583634|4715832309566144852|99420,00|1609895169478|TD Bank
4398046583634|4893443019870568789|84003897,00|1664422201608|State Farm Bank
4398046583634|4811533801647767894|3080467,00|1639279834244|Kabbage
4398046513635|4788734328534204759|95899017,00|1632289344592|LendingPoint
4398046513635|4840244249272254808|41754125,00|1648124240947|Discover
24189255823603|4871487971687137625|78725572,00|1657725918722|Earnest
15393162821395|4858821597735158106|15350043,00|1653822194770|LightStream
15393162821395|4794082353091707227|35970053,00|1633935247248|Upstart
13194139585843|4866139947129635164|83466610,00|1656095781892|Earnest
19791209362499|4865576997176213853|1372312,00|1655901258462|OnDeck
19791209362499|4846718173736599902|68051255,00|1650094620081|Funding Circle
19791209362499|4889502370196619615|90080122,00|1663209089309|Best Egg
19791209362499|4851503248340681056|66351577,00|1651595844260|Fundrise
19791209372499|4902450219125309793|37134699,00|1667220523566|Kabbage
2532|4669670413385597282|41515367,00|1595659354848|SunTrust
8796093034740|4793519403138285923|82986432,00|1633780743642|Navy Federal Credit Union
6597069789188|4714706409659302244|19229652,00|1609572803651|Upgrade
21990232588052|4859103072711868773|95378284,00|1653936690243|LightStream
21990232588052|4891754170010304870|35126033,00|1663939353242|Patch of Land
21990232588052|4882746970755563879|86458663,00|1661185880034|Fundrise
21990232618052|4911457418380050792|79548453,00|1669990461528|Earnest
15393162861396|4914835118100578665|91228318,00|1671009061393|American Express
12533|4825044600529879402|67501475,00|1643415687526|American Express
19791209342501|4869236171873452395|23047144,00|1657050520207|BlueVine
2199023308085|4815192976345006444|92386261,00|1640381566475|Navy Federal Credit Union
17592186106949|4917368392890974573|2276948,00|1671829511787|Avant
17592186106949|4831237050017513838|35631221,00|1645362522972|Citibank
17592186106949|4807593151973818735|52760922,00|1638095745922|American Express
17592186106949|4790141703417758064|49552036,00|1632680224953|Earnest
28587302324710|4897665144521228657|95106583,00|1665716872050|OneMain Financial
28587302324710|4915961018007421298|84165130,00|1671368991178|Fundrise
28587302324710|4893724494847279475|48988750,00|1664550083667|OnDeck
28587302324710|4901605794195177844|48254058,00|1666972613917|Funding Circle
26388279089158|4878243371128193397|6024759,00|1659796668967|Rocket Loans
26388279089158|4888094995313066358|5251109,00|1662776620222|American Express
26388279089158|4901887269171888503|29442823,00|1667020431996|Bank of America
26388279089158|4892317119963726200|18925740,00|1664091132072|Rocket Loans
2199023328086|4712173134868906361|76414683,00|1608780942309|LendingClub
2199023328086|4798304477742367098|46716425,00|1635199091385|Upstart
2199023328086|4806748727043686779|56754313,00|1637816523039|Earnest
2199023328086|4837992449458569596|59043114,00|1647381783699|Wells Fargo
4398046513639|4807311676997108093|31301206,00|1637981138545|Avant
28587302334711|4913709218193736062|11701240,00|1670707172276|SunTrust
28587302334711|4899916944334913919|40370429,00|1666450229352|Kabbage
28587302334711|4918494292797817216|77062070,00|1672099562755|Chase Bank
28587302334711|4910050043496497537|35571529,00|1669509562503|OnDeck
8796093044743|4909487093543076226|62197981,00|1669384053504|LendingPoint
24189255843607|4874302721454244227|89602126,00|1658577412897|Discover
24189255843607|4904983493915705732|60097135,00|1668017158300|Navy Federal Credit Union
17592186106951|4814348551414874501|65860895,00|1640185293502|BlueVine
17592186106951|4819696575972376966|75155189,00|1641745137848|American Express
17592186106951|4884998770569249159|57628787,00|1661881822186|RealtyMogul
17592186106951|4799148902672499080|58339659,00|1635486879888|Wells Fargo
10995116300296|4883591395685695881|2543448,00|1661429409562|Funding Circle
10995116300296|4779445654302753162|40362567,00|1629410028449|Funding Circle
10995116300296|4918775767774527883|47671769,00|1672245373226|Upgrade
10995116300296|4745668657097474444|31723395,00|1619006460106|LendingClub
17592186086952|4818570676065534349|88721318,00|1641476687376|SunTrust
8796093074744|4792112028254732686|43002741,00|1633314703762|LendingClub
17592186106952|4811533801647767951|29164333,00|1639278320899|Best Egg
17592186106952|4812941176531321232|72123000,00|1639723226630|Peerform
6597069779193|4736098507889312145|98469150,00|1616143641373|Rocket Loans
6597069779193|4909487093543076242|85424355,00|1669346888142|Chase Bank
6597069779193|4729343108448256403|83386947,00|1614043923627|PNC Bank
6597069779193|4827859350296986004|73410635,00|1644289912319|Chase Bank
26388279099161|4910050043496497557|77901523,00|1669559102435|Wells Fargo
2199023308089|4838273924435280278|77514597,00|1647502125143|Patch of Land
2199023308089|4894850394754122135|54728970,00|1664850783715|LendingPoint
2199023308089|4778882704349331864|36182949,00|1629216333884|American Express
2199023308089|4875710096337797529|69651803,00|1659015658210|OneMain Financial
19791209362505|4882465495778853274|69398059,00|1661040679294|LendingClub
15393162831402|4902450219125309851|29084175,00|1667204749061|Navy Federal Credit Union
30786325640266|4919338717727949212|90151944,00|1672364894628|Bank of America
30786325640266|4919057242751238557|15135311,00|1672341500098|LendingClub
30786325640266|4919057242751238558|93223012,00|1672350563053|Funding Circle
30786325640266|4919338717727949215|89117026,00|1672404606297|Marcus by Goldman Sachs
15393162861402|4908361193636233632|77517957,00|1668999563070|SoFi
24189255813611|4854317998107787681|84606016,00|1652417937555|Chase Bank
24189255813611|4873739771500822946|7928767,00|1658400928894|Bank of America
24189255813611|4895413344707543459|57233895,00|1665090574125|LightStream
24189255813611|4859947497642000804|21186338,00|1654181865655|Fundrise
22539|4642367340644663717|73349366,00|1587275368334|Avant
24189255843611|4898791044428071334|95686856,00|1666074329162|Fundrise
24189255843611|4895413344707543463|67155170,00|1665092330962|LendingPoint
6597069809195|4700351185847058856|63636574,00|1605136859574|Bank of America
6597069809195|4828985250203828649|95185105,00|1644668237435|Wells Fargo
15393162841403|4883028445732274602|43767090,00|1661276234166|American Express
17592186106955|4915961018007421355|11218543,00|1671335283570|Upgrade
17592186106955|4810970851694346668|10418485,00|1639071000149|LightStream
17592186106955|4857695697828315565|5237803,00|1653485527100|US Bank
17592186106955|4845873748806468014|46818701,00|1649832596513|Earnest
13194139605851|4830392625087381935|89806606,00|1645076750592|LendingPoint
