personId|loanId|loanAmount|createTime|org
24189255831075|4881620521092907052|63627041,00|1660825149154|PNC Bank
24189255831075|4899071969648967725|6338837,00|1666199369479|Funding Circle
24189255831075|4886405595696988206|41922274,00|1662278663640|Funding Circle
8796093052211|4736660908086919215|28431163,00|1616265637751|Discover
30786325617731|4913145718484500528|56890992,00|1670471295941|Chase Bank
30786325617731|4913708668437921841|48574433,00|1670641142795|US Bank
30786325617731|4917086368158449714|78755203,00|1671739551986|LightStream
30786325617731|4912864243507789875|73975802,00|1670443723686|SoFi
24189255861075|4888094445557252148|43478197,00|1662843832528|State Farm Bank
8796093082211|4866983822303952949|61331288,00|1656281414281|Fundrise
8796093082211|4863043172630003766|81743620,00|1655110005102|Roofstock
24189255821076|4887250020627120183|3461848,00|1662581733619|Chase Bank
24189255821076|4891472145277780024|3914428,00|1663799462073|Marcus by Goldman Sachs
26388279086628|4889501820440805433|28451635,00|1663222083198|Kabbage
26388279086628|4915116043321475130|82022774,00|1671086781842|BlueVine
10995116307764|4818007176356298811|2456087,00|1641290210055|PNC Bank
8796093072212|4811533251891953724|95319891,00|1639257780699|Prosper
8796093072212|4788733778778390589|93475682,00|1632285297793|Fundbox
28587302392180|4916523418205028414|24963308,00|1671576396477|SunTrust
28587302392180|4901605244439363647|81208041,00|1666930648839|Fundrise
24189255821077|4872894796814876736|34067541,00|1658095823517|Upstart
26388279086629|4908360643880419393|10211890,00|1669019343600|Capital One
8796093052213|4702039485951508546|6006368,00|1605612828711|State Farm Bank
8796093052213|4915678993274896451|24319243,00|1671264541449|American Express
8796093052213|4790985578592075844|45882219,00|1632951006100|PNC Bank
8796093052213|4713579959996645445|46000871,00|1609202094283|Fundbox
6597069806661|4817162751426166854|53508140,00|1640992364921|TD Bank
6597069806661|4881620521092907079|63168921,00|1660790770910|LendingPoint
6597069806661|4854598923328684104|39583576,00|1652516315945|Rocket Loans
17592186094421|4887531495603830857|71555310,00|1662617712376|Discover
17592186094421|4797178028079710282|66440179,00|1634893174015|LightStream
26388279076630|4913708668437921867|64744516,00|1670674575710|TD Bank
20006|4903857044253048908|79791875,00|1667608334569|TD Bank
20006|4787326403894837325|19164131,00|1631839367048|Discover
20006|4696691461394006094|97671963,00|1603983373163|Citibank
17592186074422|4843621399236968527|63364835,00|1649101925706|SoFi
17592186074422|4905545894113312848|16504764,00|1668181117194|LightStream
17592186074422|4863887597560135761|74108033,00|1655325558634|Wells Fargo
17592186074422|4856569248165658706|29468293,00|1653156887477|Marcus by Goldman Sachs
2199023295558|4794363278312603731|90845187,00|1634036713547|Fundrise
2199023295558|4846154674027364436|48744758,00|1649930083301|Earnest
2199023295558|4721461259344543829|57773747,00|1611566824271|Chase Bank
2199023295558|4655033164840829014|78005196,00|1591158896730|OnDeck
19791209349974|4821666351053537367|22107828,00|1642417020270|RealtyMogul
4398046581110|4732157308459548760|60359871,00|1614909845368|RealtyMogul
4398046581110|4884998220813434969|87794713,00|1661842871058|LendingClub
4398046581110|4765652830688116826|23347630,00|1625182093441|SoFi
4398046581110|4709920785299406939|84396897,00|1608036673977|Earnest
4398046511111|4864450547513557084|83425770,00|1655500647124|LendingClub
4398046511111|4798303927986552925|68241128,00|1635185669883|LendingClub
4398046511111|4896820169835282526|62086298,00|1665510184414|American Express
8796093042215|4915960468251607135|27136877,00|1671370925206|RealtyMogul
10995116307767|4909205068810551392|69445371,00|1669327111646|US Bank
19791209339975|4876272496535404641|40691756,00|1659141834398|US Bank
10995116347767|4749045807062188130|78286008,00|1620060603363|Rocket Loans
10995116347767|4876272496535404643|77429560,00|1659128592593|Fundrise
10995116347767|4724838959065071716|4580121,00|1612658899276|Roofstock
10995116347767|4736942383063629925|30154367,00|1616384565443|LightStream
10008|4752423506782716006|69203634,00|1621130972346|Avant
8796093042216|4861072847793029223|77415092,00|1654496615388|Fundrise
8796093042216|4758053006316929128|36633231,00|1622890318623|State Farm Bank
8796093042216|4776911829756543081|97733319,00|1628650182771|Discover
8796093042216|4784793129104441450|86065030,00|1631106597144|LendingClub
6597069796664|4787889353848258667|62524747,00|1631978764064|LendingPoint
6597069796664|4895131319975018604|561708,00|1664990147056|State Farm Bank
6597069796664|4887812970580541549|9157100,00|1662698733797|Upgrade
26388279126632|4899353444625678446|22521239,00|1666259062259|Upgrade
26388279126632|4902168194392785007|15119848,00|1667112230828|Funding Circle
26388279126632|4890064770394226800|82030427,00|1663400135354|Peerform
4398046511113|4903857044253048945|15631643,00|1667641985074|TD Bank
13194139543321|4918493743042003058|29034105,00|1672170494341|Upgrade
19791209329977|4919619642948845683|75602932,00|1672475012674|Prosper
19791209329977|4819414551239852148|25743642,00|1641672221830|Navy Federal Credit Union
17592186084425|4799711302870106229|54446060,00|1635674339438|US Bank
17592186094425|4846154674027364470|69179510,00|1649906534729|SoFi
17592186094425|4895412794951729271|35951552,00|1665041345036|Prosper
17592186094425|4854598923328684152|54859833,00|1652516032433|Prosper
17592186094425|4827858800541171833|53133825,00|1644318869822|TD Bank
15393162848873|4811814726868664442|17446071,00|1639371790111|Wells Fargo
13194139603321|4880776096162775163|14169998,00|1660587331394|Marcus by Goldman Sachs
13194139603321|4741727457667711100|36129718,00|1617859347171|Earnest
8796093022218|4727653708832178301|58045463,00|1613499042007|PNC Bank
10995116307770|4843621399236968574|39574815,00|1649136127684|Fundrise
10995116307770|4822229301006958719|2232566,00|1642569413922|Peerform
40010|4893442470114754688|90688702,00|1664420836879|State Farm Bank
40010|4655314639817539713|44436129,00|1591252541832|Upgrade
40010|4751016131899162754|57145114,00|1620720719390|Patch of Land
40010|4743697782504685699|81144374,00|1618448329961|Earnest
17592186094426|4903575569276338308|67633658,00|1667542296061|US Bank
17592186094426|4817162751426166917|27305142,00|1640982651237|SoFi
17592186094426|4844184349190389894|20450239,00|1649288826193|LendingClub
4398046581114|4904701469183180935|70797839,00|1667944384210|Navy Federal Credit Union
4398046581114|4837428949749334152|48137725,00|1647221138109|Marcus by Goldman Sachs
4398046581114|4781415429383913609|69862478,00|1630009931624|Fundrise
28587302332187|4903857044253048970|22253729,00|1667661232892|Discover
28587302332187|4902731144346206347|3464800,00|1667272433310|Earnest
28587302332187|4895694269928439948|71984193,00|1665128056376|Bank of America
28587302332187|4905827369090023565|30643393,00|1668222885249|Upstart
2199023275563|4781133954407202958|40195257,00|1629909020248|US Bank
2199023275563|4908923593833840783|2341061,00|1669172434748|Bank of America
10995116317771|4857976623049212048|93702319,00|1653564297198|SoFi
10995116327771|4746794007248502929|29265901,00|1619406374162|Discover
6597069826667|4912582768531079314|82492340,00|1670366712038|Citibank
4398046511116|4737505333017051283|23450174,00|1616495168429|US Bank
17592186054428|4856850723142369428|14199806,00|1653180184752|Wells Fargo
17592186054428|4913708668437921941|14127047,00|1670630630776|LightStream
26388279086636|4908923593833840790|99466283,00|1669220217122|Upgrade
26388279086636|4891472145277780119|24771498,00|1663865083568|LendingPoint
26388279086636|4899916394579099800|27259159,00|1666410292873|Bank of America
24189255851084|4896538694858571929|92092441,00|1665424648527|Roofstock
24189255851084|4895131319975018650|45875083,00|1664992313549|PNC Bank
24189255851084|4867828247234085019|28823986,00|1656565212833|Peerform
26388279116636|4917367843135160476|80502401,00|1671760381603|Kabbage
13194139593324|4841651074399994013|80124393,00|1648533773362|Upgrade
15393162858876|4845028774120521886|37781681,00|1649583195894|Patch of Land
21990232555533|4912019818577658015|77617186,00|1670146456443|OnDeck
21990232555533|4880213146209353888|42137453,00|1660368636818|Peerform
19791209329981|4865013497466978465|77724682,00|1655709679642|Chase Bank
4398046551117|4885561170766856354|22052996,00|1662015138967|Rocket Loans
21990232605533|4874020696721719459|45505058,00|1658446476703|Earnest
21990232605533|4855443348258816164|9276016,00|1652780126567|Bank of America
21990232605533|4847280573934207141|43718011,00|1650262201867|SoFi
21990232615533|4884435270860013734|76089822,00|1661697414670|Avant
21990232625533|4879368721279221927|75442915,00|1660113091959|Wells Fargo
21990232625533|4912301293554368680|41822584,00|1670236682715|Avant
21990232625533|4906108844066734249|17526638,00|1668323429456|Roofstock
15393162808878|4907797693926998186|38805208,00|1668856163918|OnDeck
15393162808878|4884153795883303083|95436676,00|1661565074878|Citibank
15393162808878|4907797693926998188|4771549,00|1668852396188|Bank of America
15393162808878|4850376798678024365|70674020,00|1651200944816|TD Bank
4398046541118|4858258098025922734|31815473,00|1653608788917|PNC Bank
17592186044431|4909486543787262127|86209892,00|1669366253252|US Bank
17592186044431|4917649318111871152|32395462,00|1671847219101|LendingPoint
17592186044431|4825888475704197297|77483155,00|1643663670725|Avant
2199023265567|4690780486883082418|46281195,00|1602188440535|LendingClub
2199023265567|4816881276449456307|17483922,00|1640956510769|LightStream
2199023265567|4870080047047770292|43537557,00|1657238137131|OneMain Financial
30786325597743|4918775218018713781|64774025,00|1672261423055|Discover
28587302352191|4915960468251607222|73143763,00|1671350375990|Roofstock
28587302352191|4908360643880419511|62133329,00|1669000661123|Upstart
28587302352191|4915960468251607224|78331952,00|1671403435552|Upstart
8796093062223|4891472145277780153|7533130,00|1663829394965|Peerform
8796093062223|4772126755152462010|22530683,00|1627207902449|Peerform
8796093062223|4902168194392785083|19585303,00|1667104707532|Earnest
2199023315567|4727653708832178364|92876781,00|1613466757983|Patch of Land
15393162858879|4854598923328684221|43754181,00|1652470497046|Prosper
15393162858879|4903575569276338366|90388677,00|1667537412004|Earnest
15393162858879|4781696904360624319|64978597,00|1630107557195|US Bank
15393162858879|4766778730594959552|7946777,00|1625493121998|Discover
15393162798880|4788170828824969409|82699046,00|1632095051931|Discover
15393162798880|4848124998864339138|37071294,00|1650513650766|SunTrust
15393162798880|4865294972443689155|60361184,00|1655757341733|Rocket Loans
19791209359984|4907797693926998212|2840885,00|1668849905678|OnDeck
24189255881088|4892316570207912133|28609044,00|1664113373644|Navy Federal Credit Union
8796093022225|4881620521092907206|41144884,00|1660782148857|Fundbox
8796093022225|4828703225471303879|50388205,00|1644575350807|Upstart
8796093022225|4896820169835282632|61752333,00|1665510764683|Peerform
8796093022225|4819977501193273545|61985962,00|1641915175092|Citibank
10995116287777|4875991021558694090|13061702,00|1659064126268|TD Bank
10995116287777|4907797693926998219|94614492,00|1668897567256|OnDeck
24189255841089|4893160995138044108|6366726,00|1664361872551|Upstart
24189255841089|4910893918670815437|38246963,00|1669801458642|Prosper
24189255841089|4894005420068176078|89527191,00|1664575888467|SunTrust
24189255851089|4895694269928440015|80508443,00|1665149974583|Avant
24189255851089|4877679871418958032|42550308,00|1659637136878|LendingPoint
10995116347777|4910049493740683473|18902798,00|1669515206746|Bank of America
10995116347777|4827295850587750610|1495870,00|1644156487965|Funding Circle
10995116347777|4745668107341660371|90658684,00|1619062440298|Best Egg
30786325597746|4918493743042003156|84822933,00|1672141637095|Avant
13194139563330|4868954147140927701|47160370,00|1656921540475|Rocket Loans
13194139563330|4890627720347648214|5669725,00|1663609302343|State Farm Bank
13194139563330|4828703225471303895|97323153,00|1644549246777|Navy Federal Credit Union
13194139563330|4887250020627120344|73007758,00|1662542294416|Marcus by Goldman Sachs
8796093062226|4775785929849700569|91229034,00|1628300354414|Navy Federal Credit Union
8796093062226|4843902874213679322|46445163,00|1649211454576|Roofstock
8796093062226|4836303049842491611|29088115,00|1646847665465|LightStream
24189255861090|4904982944159891676|52442831,00|1667963659789|Fundrise
24189255861090|4876272496535404765|73148449,00|1659144849543|Discover
24189255861090|4911456868624236766|85626240,00|1670002252224|Marcus by Goldman Sachs
24189255861090|4896538694858571999|74053489,00|1665380926361|Peerform
21990232555539|4895694269928440032|45038309,00|1665148149471|BlueVine
21990232555539|4864732022490267873|81652873,00|1655634285475|Patch of Land
21990232555539|4910330968717394146|6183037,00|1669647771071|Upstart
21990232555539|4915678993274896611|25982806,00|1671297864842|Avant
10995116287779|4823073725937090788|96210397,00|1642830424922|RealtyMogul
15393162808883|4778037729663385829|15788437,00|1628991441479|SoFi
21990232585539|4892316570207912166|20516230,00|1664102426870|Fundbox
21990232585539|4862198747699871975|45500755,00|1654830312515|Citibank
21990232585539|4879087246302511336|31014064,00|1660051967483|American Express
21990232585539|4911456868624236777|17376615,00|1669950204979|Marcus by Goldman Sachs
24189255861091|4918493743042003178|16112125,00|1672168245588|SoFi
24189255861091|4868672672164217067|59647484,00|1656816732812|Patch of Land
24189255861091|4870642997001191660|97177295,00|1657425275555|American Express
24189255861091|4917649318111871213|17610996,00|1671848352933|Capital One
2199023325571|4805903752357740782|443548,00|1637535808981|LendingPoint
20020|4714424384926777583|686863,00|1609419849650|SunTrust
30020|4850658273654735088|51859852,00|1651300048457|State Farm Bank
28587302372196|4916523418205028593|23500419,00|1671513761742|US Bank
28587302372196|4917367843135160562|5780671,00|1671821546782|Best Egg
28587302372196|4915678993274896627|59997982,00|1671251410602|Chase Bank
6597069826676|4822510775983669492|52784626,00|1642670809457|SunTrust
13194139603332|4808437027148136693|9449652,00|1638347853388|RealtyMogul
13194139603332|4791830003522207990|89688203,00|1633269595612|Roofstock
21990232555541|4869798572071059703|41659054,00|1657183926146|Navy Federal Credit Union
28587302332197|4902731144346206456|67824611,00|1667319249963|Roofstock
28587302332197|4906108844066734329|56883693,00|1668326204270|RealtyMogul
20021|4702602435904930042|31515183,00|1605823499488|Marcus by Goldman Sachs
20021|4868954147140927739|568584,00|1656936946431|Fundrise
20021|4917367843135160572|40616732,00|1671833902291|LightStream
15393162848885|4896257219881861373|5360608,00|1665298399961|TD Bank
15393162848885|4784511654127730942|19271814,00|1631018811442|Peerform
10995116347781|4853191548445131007|81497052,00|1652071995036|SunTrust
10995116347781|4891472145277780224|3188166,00|1663806519168|Upgrade
10995116347781|4732157308459548929|17183048,00|1614870431261|SunTrust
10995116347781|4826169950680908034|17300373,00|1643754276375|Kabbage
17592186044438|4789578203708522755|1417798,00|1632507375247|Kabbage
8796093052230|4810970301938532612|25843964,00|1639123869513|Bank of America
8796093052230|4767060205571670277|60793042,00|1625637648632|Upgrade
28587302362198|4905264419136602374|10486855,00|1668112340975|LightStream
28587302362198|4903575569276338439|35527353,00|1667560541808|Peerform
50022|4681210337674920200|42590196,00|1599280903314|Citibank
15393162848886|4805059327427608841|8932425,00|1637301581919|Funding Circle
10995116347782|4832362400168542474|89389779,00|1645672175748|LendingClub
10995116347782|4919619642948845835|92575015,00|1672529105204|TD Bank
10995116347782|4895694269928440076|75452812,00|1665138943232|Upstart
10995116347782|4748764332085477645|85970377,00|1620000433312|Navy Federal Credit Union
2199023265575|4800837202776949006|92439382,00|1635957704340|Citibank
2199023265575|4870080047047770383|32229187,00|1657242631250|Fundbox
2199023265575|4769593480362066192|99545891,00|1626415446163|Capital One
30023|4902449669369495825|72764709,00|1667195358226|Roofstock
30023|4635048441494372626|14087331,00|1585017684107|BlueVine
26388279126647|4909205068810551571|60482173,00|1669287197523|Marcus by Goldman Sachs
26388279126647|4871768896908034324|74211921,00|1657779806966|BlueVine
26388279126647|4908642118857130261|45762133,00|1669152623565|Fundrise
26388279126647|4912019818577658134|19285876,00|1670115881773|SunTrust
26388279136647|4909486543787262231|51805436,00|1669359488261|SunTrust
24189255831096|4909486543787262232|78282051,00|1669392194825|TD Bank
24189255831096|4913427193461211417|79782407,00|1670606841367|LendingPoint
21990232585544|4843339924260258074|56391547,00|1649055383865|OnDeck
21990232585544|4853754498398552347|57403547,00|1652264264742|Avant
21990232585544|4918493743042003228|79816119,00|1672157219659|Marcus by Goldman Sachs
10995116327784|4895131319975018781|9952933,00|1664972632063|Citibank
70024|4685150987348869406|54757401,00|1600431331072|Rocket Loans
70024|4681773287628341535|71634298,00|1599438701968|Citibank
17592186044441|4830955025284989216|13654151,00|1645218191093|RealtyMogul
26388279076649|4918493743042003233|44973290,00|1672167036225|US Bank
26388279076649|4908360643880419618|39412165,00|1668990836359|Marcus by Goldman Sachs
26388279076649|4871205946954613027|88500247,00|1657616053183|LightStream
26388279076649|4874302171698430244|40513823,00|1658526066495|Upstart
10995116317785|4818007176356299045|18642507,00|1641259209579|OneMain Financial
13194139583337|4805622277381030182|91949921,00|1637445683228|Prosper
15393162788890|4890064770394226983|2292830,00|1663441650823|Upgrade
15393162788890|4883590845929881896|14066627,00|1661440322770|Bank of America
15393162788890|4819977501193273641|75859178,00|1641834079678|Marcus by Goldman Sachs
15393162788890|4793237378405761322|60655234,00|1633642217687|LightStream
10995116307786|4813222101752217899|14676162,00|1639838933235|SoFi
10995116307786|4895975744905150764|44734120,00|1665251263607|OnDeck
10995116307786|4888938870487384365|95824713,00|1663075930277|Wells Fargo
10995116307786|4774097079989436718|31552539,00|1627770966618|Upstart
30786325637754|4918493743042003247|77307613,00|1672151943966|Marcus by Goldman Sachs
30786325637754|4916241943228318000|96646329,00|1671460062949|Fundbox
30786325637754|4915397518298186033|67624958,00|1671177495594|Rocket Loans
30786325637754|4917649318111871282|40991741,00|1671907117902|Best Egg
28587302322203|4919056692995424563|40479700,00|1672276953718|LightStream
28587302322203|4899071969648967988|19984663,00|1666191880767|Fundbox
20027|4833206825098674485|82417193,00|1645931337626|Capital One
21990232585547|4912864243507790134|34502256,00|1670391473054|Avant
21990232585547|4898227544718836023|91757236,00|1665941803018|Peerform
26388279106651|4885561170766856504|12252522,00|1662054549474|Bank of America
28587302372203|4904138519229759801|37651186,00|1667727532533|SunTrust
2199023325579|4783667229197599034|83348255,00|1630677620134|LightStream
8796093022236|4769874955338776891|27302100,00|1626471662588|Navy Federal Credit Union
8796093022236|4880213146209354044|70938646,00|1660354635754|Upstart
8796093022236|4917086368158449981|19330863,00|1671722954715|Upstart
8796093022236|4775785929849700670|75057997,00|1628339060369|SunTrust
28587302352204|4917649318111871295|44319065,00|1671903349711|Navy Federal Credit Union
26388279116652|4914271618391343424|58742672,00|1670817260352|Prosper
26388279116652|4908642118857130305|82478950,00|1669089120521|Kabbage
26388279116652|4908360643880419650|87519648,00|1668995358459|American Express
26388279116652|4907516218950287683|21880016,00|1668731085996|US Bank
6597069826684|4706543085578879300|25291639,00|1606988132942|Funding Circle
19791209309997|4874865121651851589|39603793,00|1658698748810|LendingPoint
10995116297789|4776348879803121990|49366194,00|1628466385972|Funding Circle
10995116297789|4901605244439363911|40623578,00|1666912609024|Capital One
10995116297789|4880213146209354056|2080599,00|1660366742601|Capital One
10995116297789|4781415429383913801|97098049,00|1629996409859|Upstart
17592186084445|4877961346395668810|14534339,00|1659671871950|American Express
17592186094445|4844465824167100747|88247412,00|1649386811872|TD Bank
30786325647757|4914834568344764748|20833832,00|1671005560693|TD Bank
30786325647757|4916804893181739341|75371963,00|1671619258843|US Bank
30786325647757|4914553093368054094|22494493,00|1670891139118|Kabbage
30786325647757|4917367843135160655|11609491,00|1671835111070|Roofstock
30|4656722014701093200|9990515,00|1591694927923|RealtyMogul
30|4714142909950067025|73724834,00|1609375196921|SunTrust
30|4713298485019935058|78813697,00|1609093174202|BlueVine
30|4631952216750555475|34036448,00|1584107724271|TD Bank
10030|4668262488746230100|88858880,00|1595258456341|Best Egg
10030|4901323769462653269|57363325,00|1666830235742|Citibank
10030|4837428949749334358|51999112,00|1647224678045|Upgrade
10030|4793237378405761367|45518381,00|1633633727967|LightStream
20030|4852347123514999128|63141546,00|1651854601243|Peerform
20030|4862198747699872089|64636394,00|1654826029185|Patch of Land
20030|4745386632364949850|25506087,00|1618978640853|LendingPoint
26388279096654|4898790494672257371|58641782,00|1666124641957|Discover
26388279096654|4899916394579099996|14555484,00|1666435475068|RealtyMogul
26388279096654|4915678993274896733|97335867,00|1671260008088|TD Bank
17592186084446|4881901996069618014|81838606,00|1660886044434|SoFi
21990232605550|4884998220813435231|13399699,00|1661868663537|Kabbage
21990232605550|4895975744905150816|27783723,00|1665199932237|Discover
21990232605550|4905545894113313121|1893503,00|1668151184921|American Express
2199023315582|4897946069742125410|802429,00|1665804231871|SoFi
8796093092238|4855161873282105699|98241945,00|1652679704586|LendingClub
6597069766687|4866702347327242596|56873359,00|1656259582004|LendingClub
6597069766687|4881901996069618021|57952572,00|1660930837232|Avant
6597069766687|4820540451146695014|4098883,00|1642068630247|Marcus by Goldman Sachs
2199023275583|4711891110136381799|59333201,00|1608679969767|Prosper
2199023275583|4694158186603610472|57477934,00|1603211237525|Fundbox
2199023275583|4810970301938532713|77747768,00|1639077048080|Citibank
2199023275583|4893160995138044266|83833205,00|1664343650469|Capital One
30031|4905827369090023787|61073504,00|1668222381985|Capital One
17592186104447|4816599801472745836|57300743,00|1640865051204|Fundbox
17592186104447|4881620521092907373|32582711,00|1660835876210|Capital One
8796093092239|4888094445557252462|57522744,00|1662798469225|LendingPoint
8796093092239|4765652830688117103|81291733,00|1625172733924|Marcus by Goldman Sachs
8796093092239|4881620521092907376|90383544,00|1660847894896|SunTrust
32|4868954147140927857|89569103,00|1656904425333|Bank of America
8796093042240|4896257219881861490|45620635,00|1665318273237|Wells Fargo
8796093042240|4881620521092907379|62296130,00|1660813963154|Earnest
8796093042240|4724838959065071988|19297117,00|1612617379601|Avant
8796093042240|4813785051705639285|66102247,00|1639977235166|Navy Federal Credit Union
15393162818896|4846999098957496694|50534243,00|1650219026250|Earnest
15393162818896|4906671794020155767|85803426,00|1668504716685|Capital One
15393162818896|4885279695790145912|54876486,00|1661945445677|TD Bank
4398046561136|4835458624912359801|3466334,00|1646634542599|SoFi
4398046561136|4843621399236968826|25934212,00|1649097659405|Fundbox
4398046561136|4663758889118859643|36073848,00|1593866063223|Wells Fargo
4398046561136|4889220345464095100|85916803,00|1663130667659|Bank of America
24189255881104|4913145718484500861|50157064,00|1670457194656|Upgrade
24189255881104|4918493743042003326|47462777,00|1672146066586|Wells Fargo
21990232595553|4880776096162775423|68423976,00|1660581197593|Upstart
21990232595553|4919056692995424640|35826430,00|1672340130103|LendingPoint
21990232595553|4912864243507790209|40898290,00|1670450659023|Navy Federal Credit Union
21990232595553|4855724823235527042|55436273,00|1652862012802|Citibank
6597069836689|4796896553102999939|37981487,00|1634745942604|Patch of Land
6597069836689|4777474779709964676|39363013,00|1628824322607|American Express
6597069836689|4714705859903488389|1091415,00|1609489752446|Bank of America
26388279086658|4886405595696988550|49963254,00|1662286186903|US Bank
4398046541138|4785356079057863047|44202572,00|1631240709619|Discover
2199023295586|4816599801472745864|6183443,00|1640823861606|Best Egg
2199023295586|4888938870487384457|53636539,00|1663048840032|Roofstock
15393162838898|4884998220813435274|56834251,00|1661870283577|Rocket Loans
15393162838898|4883872320906592651|38909650,00|1661478485794|Bank of America
2199023265587|4909205068810551692|71979386,00|1669272201444|BlueVine
2199023265587|4755238256549822861|80015460,00|1621959380219|Roofstock
2199023265587|4704854235718615438|15491601,00|1606506133021|US Bank
13194139563347|4843621399236968847|44490886,00|1649108191830|Patch of Land
13194139563347|4897664594765414800|3316816,00|1665736000942|LightStream
13194139563347|4795489178219446673|17782377,00|1634387944457|Fundbox
13194139563347|4874302171698430354|72434150,00|1658567664117|Prosper
15393162828899|4823073725937090963|16706627,00|1642836282734|Best Egg
26388279126659|4901323769462653332|89706659,00|1666841490802|Fundrise
26388279126659|4910893918670815637|46599755,00|1669847577527|Navy Federal Credit Union
26388279126659|4907516218950287766|56799549,00|1668777191740|Upgrade
15393162798900|4848969423794471319|76629865,00|1650790062509|LendingClub
15393162798900|4896820169835282840|70386144,00|1665515106503|Rocket Loans
21990232605556|4845310249097232793|12637504,00|1649634257384|US Bank
21990232605556|4851784173561577882|30658146,00|1651677998488|Peerform
21990232605556|4857695148072501659|70036088,00|1653427383017|Best Egg
28587302382212|4913145718484500892|20241574,00|1670510024685|Roofstock
28587302382212|4915397518298186141|15437486,00|1671205091849|SunTrust
21990232575557|4861072847793029534|7575516,00|1654475881471|Fundrise
19791209330005|4890909195324359071|17076527,00|1663679392118|Prosper
15393162838901|4860509897839608224|76283940,00|1654350299098|State Farm Bank
15393162838901|4831799450215121313|87437840,00|1645513665812|LendingPoint
15393162838901|4827295850587750818|661188,00|1644126150598|Peerform
15393162838901|4790985578592076195|6736719,00|1632939249052|Roofstock
13194139593349|4769593480362066340|33084068,00|1626372010786|Discover
24189255881109|4917649318111871397|72087439,00|1671883620610|Rocket Loans
13194139533350|4773815605012726182|975777,00|1627668374262|LendingClub
8796093032246|4715268809856909735|57407578,00|1609682254270|Citibank
28587302372214|4916804893181739432|77858269,00|1671596964387|BlueVine
15393162848902|4784230179151020457|9276409,00|1630866876257|Roofstock
4398046581142|4897101644811993514|97993501,00|1665608125123|BlueVine
4398046581142|4878524296349090219|46271030,00|1659858310581|Bank of America
4398046581142|4776630354779832748|83819925,00|1628517444946|Kabbage
10995116297799|4831236500261700013|68812221,00|1645315524908|OneMain Financial
10995116307799|4887812970580541870|13313864,00|1662694238903|RealtyMogul
6597069806695|4696128511440585135|15291230,00|1603822290549|Navy Federal Credit Union
6597069806695|4813503576728928688|51557636,00|1639847180265|Fundrise
6597069806695|4821947826030248369|43141014,00|1642507015308|SoFi
10995116297800|4854880398305395122|39443046,00|1652578393990|Fundbox
21990232615560|4910612443694105011|4893718,00|1669695683078|Capital One
